titre,artiste,popularite,date_sortie,genre,sous_genre,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duree_ms
Arroz Con Pollo,Maxwell,0,1998-06-30,r&b,neo soul,0.82,0.446,-13.181,0.0872,0.0103,0.847,0.119,0.464,96.043,175933
The Urban Theme,Maxwell,38,1996-04-02,r&b,neo soul,0.808,0.715,-7.4,0.0692,0.0523,0.645,0.357,0.825,100.034,161800
Dancewitme,Maxwell,36,1996-04-02,r&b,neo soul,0.712,0.616,-6.687,0.0464,0.16,0.435,0.039,0.698,98.094,375000
Green Light (feat. André 3000),John Legend,57,2008-10-27,r&b,neo soul,0.622,0.882,-5.59,0.119,0.0912,0.0,0.216,0.762,77.506,284187
No Other Love (feat. Estelle),John Legend,46,2008-10-27,r&b,neo soul,0.636,0.677,-6.056,0.124,0.0611,1.41e-06,0.106,0.694,164.035,239067
Good Morning,John Legend,46,2008-10-27,r&b,neo soul,0.674,0.501,-9.454,0.0394,0.0364,0.0,0.0755,0.432,133.974,241453
Used To Love U,John Legend,0,2004-10-26,r&b,neo soul,0.647,0.81,-4.779,0.0857,0.032,2.91e-06,0.418,0.608,87.975,210559
Save Room,John Legend,0,2008-10-28,r&b,neo soul,0.69,0.572,-6.131,0.0264,0.0457,0.0,0.0969,0.375,111.919,235667
Heaven,John Legend,0,2008-10-28,r&b,neo soul,0.418,0.824,-6.389,0.259,0.118,0.0,0.187,0.446,190.451,214627
So High,John Legend,0,2008-10-28,r&b,neo soul,0.297,0.341,-11.568,0.0581,0.526,0.0,0.0895,0.209,71.343,307400
Each Day Gets Better,John Legend,0,2008-10-28,r&b,neo soul,0.73,0.527,-9.264,0.035,0.132,0.0,0.327,0.602,99.946,227893
Shine,John Legend,30,2010-09-17,r&b,neo soul,0.37,0.473,-7.084,0.0421,0.662,0.00014,0.101,0.168,129.178,283827
U Do It For Me,Algebra Blessett,0,2008-02-26,r&b,neo soul,0.692,0.707,-7.769,0.379,0.0859,0.0,0.168,0.525,89.06,240733
Run and Hide,Algebra Blessett,0,2008-02-26,r&b,neo soul,0.642,0.629,-4.369,0.123,0.398,0.0,0.305,0.532,84.975,242107
My Pride,Algebra Blessett,0,2008-02-26,r&b,neo soul,0.463,0.713,-6.927,0.0937,0.00896,0.0,0.216,0.376,173.688,212627
Tug of War,Algebra Blessett,0,2008-02-26,r&b,neo soul,0.8,0.726,-7.116,0.0753,0.16,0.0,0.202,0.798,122.06,253667
Bulletproof,Raheem DeVaughn,30,2010-02-26,r&b,neo soul,0.671,0.76,-5.933,0.114,0.0589,0.0,0.316,0.604,141.982,283516
Guess Who Loves You More,Raheem DeVaughn,47,2005,r&b,neo soul,0.764,0.507,-8.199,0.153,0.153,0.0,0.0879,0.809,77.256,320027
Until,Raheem DeVaughn,21,2005,r&b,neo soul,0.582,0.658,-8.124,0.241,0.147,0.0,0.254,0.654,77.959,309200
I Don't Care,Raheem DeVaughn,9,2010-04-23,r&b,neo soul,0.706,0.806,-5.881,0.0653,0.05,0.0,0.0639,0.395,106.016,254800
Mo Better,Raheem DeVaughn,5,2008-08-25,r&b,neo soul,0.383,0.358,-8.507,0.0324,0.584,0.0,0.0766,0.178,119.026,459240
Prototype,OutKast,1,2003-09-23,r&b,neo soul,0.635,0.37,-7.798,0.0397,0.208,0.000285,0.158,0.192,76.004,326240
Cruisin' - Radio Edit,D'Angelo,4,2008-01-01,r&b,neo soul,0.437,0.583,-9.841,0.177,0.251,0.000162,0.25,0.365,76.583,238827
Me And Those Dreamin' Eyes Of Mine - Radio Edit,D'Angelo,1,2008-01-01,r&b,neo soul,0.592,0.524,-6.613,0.154,0.711,1.79e-06,0.135,0.551,86.827,255533
Smooth,D'Angelo,4,2008-01-01,r&b,neo soul,0.674,0.612,-8.046,0.194,0.197,0.000745,0.0973,0.629,89.03,259867
I Found My Smile Again,D'Angelo,3,2008-01-01,r&b,neo soul,0.807,0.375,-8.098,0.0529,0.302,0.000241,0.0784,0.536,92.854,373533
Girl You Need A Change Of Mind,D'Angelo,0,2008-01-01,r&b,neo soul,0.751,0.787,-5.695,0.0485,0.12,0.000112,0.0428,0.824,94.137,248400
Can't Hide Love - Live,D'Angelo,8,2008-01-01,r&b,neo soul,0.524,0.703,-5.256,0.0887,0.119,1.69e-06,0.359,0.488,79.348,236667
Feel Like Makin' Love,D'Angelo,2,2008-01-01,r&b,neo soul,0.912,0.253,-7.051,0.163,0.0482,0.251,0.139,0.535,87.358,362307
Jonz In My Bonz,D'Angelo,0,1995-07-03,r&b,neo soul,0.796,0.408,-12.268,0.231,0.462,0.0902,0.0993,0.688,86.855,356000
When We Get By,D'Angelo,0,1995-07-03,r&b,neo soul,0.763,0.407,-11.514,0.0342,0.103,0.418,0.0532,0.703,108.894,344893
Be Here,Raphael Saadiq,47,2002-01-01,r&b,neo soul,0.623,0.602,-5.733,0.325,0.228,1.11e-06,0.0737,0.714,87.379,228973
Excuse Me,Raphael Saadiq,34,2002-01-01,r&b,neo soul,0.892,0.377,-7.744,0.346,0.172,0.0,0.157,0.745,95.992,204107
So In Love - feat. Anthony Hamilton,Jill Scott,53,2011-06-21,r&b,neo soul,0.709,0.704,-6.021,0.0486,0.363,0.0,0.344,0.451,102.003,275400
Daydreamin',Lupe Fiasco,17,2007-01-30,r&b,neo soul,0.518,0.753,-3.411,0.0655,0.0302,0.0,0.301,0.558,81.239,227640
Good Morning Heartache,Chris Botti,17,2007-01-30,r&b,neo soul,0.6,0.466,-9.001,0.0496,0.822,0.0311,0.106,0.408,82.224,370333
8 Minutes to Sunrise,Common,15,2007-01-30,r&b,neo soul,0.81,0.756,-5.024,0.367,0.0114,0.0,0.148,0.572,88.087,265920
Sometimes I Wonder,Darius Rucker,10,2007-01-30,r&b,neo soul,0.36,0.568,-5.316,0.0895,0.0247,0.0,0.0671,0.17,78.158,251733
Love Rain - (Coffee Shop Mix),Mos Def,16,2007-01-30,r&b,neo soul,0.732,0.39,-10.363,0.389,0.214,0.0,0.0816,0.339,172.039,256667
Come See Me,Jill Scott,25,2007-09-25,r&b,neo soul,0.57,0.499,-7.349,0.103,0.659,1.33e-06,0.424,0.424,116.225,300133
Whenever You're Around,Jill Scott,36,2007-09-25,r&b,neo soul,0.628,0.783,-6.351,0.248,0.159,0.000155,0.103,0.53,88.702,245027
Wanna Be Loved,Jill Scott,33,2007-09-25,r&b,neo soul,0.865,0.674,-6.577,0.0502,0.0778,3.06e-06,0.0955,0.625,119.975,202547
I'm Not Afraid,Jill Scott,26,2004-08-31,r&b,neo soul,0.814,0.472,-7.648,0.076,0.139,0.0178,0.174,0.544,90.992,205707
Golden,Jill Scott,53,2004-08-31,r&b,neo soul,0.769,0.558,-6.232,0.0828,0.275,1.06e-06,0.0758,0.593,100.007,231560
Talk to Me,Jill Scott,25,2004-08-31,r&b,neo soul,0.495,0.465,-8.189,0.211,0.241,9.86e-06,0.067,0.338,94.03,284493
Family Reunion,Jill Scott,31,2004-08-31,r&b,neo soul,0.672,0.457,-9.227,0.067,0.0951,8.16e-05,0.38,0.679,89.506,312907
Gettin' In the Way,Jill Scott,42,2000-07-18,r&b,neo soul,0.738,0.408,-11.257,0.116,0.143,2.12e-06,0.11,0.417,136.014,236493
Magnolia's Room,Anthony Hamilton,16,2007-04-03,r&b,neo soul,0.872,0.574,-9.735,0.0352,0.164,0.0,0.0783,0.959,106.573,303880
"Cornbread, Fish & Collard Greens",Anthony Hamilton,47,2003-07-15,r&b,neo soul,0.851,0.525,-6.38,0.235,0.348,0.0,0.235,0.746,98.997,273893
Always on My Mind,Brandy,33,1994,r&b,neo soul,0.706,0.404,-10.27,0.0367,0.308,0.00481,0.0793,0.416,90.319,246267
Collard Greens & Cornbread,Fantasia,36,2010-08-20,r&b,neo soul,0.367,0.614,-5.735,0.0454,0.126,0.0,0.0589,0.536,144.491,231733
Ordinary,Wayne Brady,25,2008-01-01,r&b,neo soul,0.792,0.633,-5.355,0.0358,0.59,0.0,0.0845,0.819,91.518,203187
Best Of Me,Chrisette Michele,28,2007-01-01,r&b,neo soul,0.833,0.694,-6.639,0.0414,0.285,1.84e-05,0.39,0.575,110.995,232720
Happy Feelin's,Ledisi,0,2009-08-25,r&b,neo soul,0.509,0.496,-6.056,0.0489,0.491,2.58e-05,0.33,0.429,72.186,307840
Think Of You,Ledisi,32,2007-01-01,r&b,neo soul,0.728,0.622,-6.3,0.238,0.0382,1.45e-05,0.0387,0.745,81.955,308240
Foreplay,Jalen Santoy,66,2016-07-07,r&b,neo soul,0.73,0.422,-6.211,0.0678,0.123,0.00292,0.105,0.505,118.427,173785
Ain't Nothing Changed,Loyle Carner,60,2017-01-20,r&b,neo soul,0.753,0.663,-8.073,0.176,0.505,0.0598,0.115,0.149,90.011,194427
Stay,Mac Miller,67,2016-09-16,r&b,neo soul,0.742,0.561,-7.017,0.139,0.566,0.000135,0.641,0.55,134.01,326427
Elusive,blackwave.,53,2017-10-09,r&b,neo soul,0.567,0.675,-6.699,0.219,0.335,0.0,0.247,0.651,167.737,222200
Hands Up!,blackwave.,30,2017-05-12,r&b,neo soul,0.62,0.443,-8.145,0.375,0.297,4.25e-05,0.119,0.581,87.423,219900
Call It Love,Summers Sons,31,2018-08-06,r&b,neo soul,0.636,0.48,-9.554,0.3,0.748,0.000626,0.104,0.359,83.928,250360
Ode To Nujabes,Funky DL,0,2011-03-21,r&b,neo soul,0.745,0.722,-8.559,0.153,0.256,0.00282,0.229,0.729,94.392,220653
Write This Down (feat. Nieve),SoulChef,46,2010-11-17,r&b,neo soul,0.823,0.818,-4.396,0.18,0.173,0.0136,0.21,0.844,92.973,189427
Laid Back,Academics,31,2009-02-16,r&b,neo soul,0.77,0.498,-11.781,0.304,0.461,0.0,0.153,0.807,92.763,229950
That's Just Me,blackwave.,38,2017-05-12,r&b,neo soul,0.79,0.594,-9.831,0.0604,0.308,0.00111,0.114,0.547,122.929,182800
Thoughts (feat. Sam Ock & J. Han),Mickey Cho,36,2013-03-31,r&b,neo soul,0.751,0.61,-8.045,0.127,0.35,0.0,0.353,0.771,96.903,170013
Rock the House,Gorillaz,52,2002-02-28,r&b,neo soul,0.742,0.815,-6.603,0.179,0.0762,0.00145,0.204,0.637,171.918,183640
I Fall in Love Too Easliy,Caleb Belkin,62,2017-07-16,r&b,neo soul,0.662,0.349,-14.022,0.214,0.637,0.00213,0.124,0.234,141.951,139691
Stronger Than Me,Amy Winehouse,5,2015-10-30,r&b,neo soul,0.88,0.464,-6.822,0.0419,0.0409,0.000304,0.0585,0.825,91.432,214493
Odyssey (feat. Elz),Coops,48,2014-06-02,r&b,neo soul,0.798,0.42,-9.908,0.111,0.526,0.0,0.11,0.675,126.071,231811
Fabrics,Felly,3,2014-05-04,r&b,neo soul,0.807,0.493,-7.087,0.139,0.393,0.0,0.138,0.262,75.589,214974
Atomz,Trinix,1,2015-10-19,r&b,neo soul,0.775,0.576,-7.124,0.199,0.167,0.141,0.0953,0.298,92.05,183028
Bluebird,One Self,50,2005,r&b,neo soul,0.78,0.797,-5.964,0.307,0.129,0.0,0.0929,0.648,86.235,220413
Damselfly,Loyle Carner,65,2017-01-20,r&b,neo soul,0.82,0.596,-7.539,0.246,0.517,0.00159,0.358,0.54,94.968,172653
Yesterday,Atmosphere,56,2008-04-22,r&b,neo soul,0.849,0.531,-5.534,0.258,0.524,0.0,0.0693,0.77,91.927,203720
No Stoppin This (feat. Sparkz & Truthos Mufasa),The Mouse Outfit,29,2015-03-12,r&b,neo soul,0.77,0.675,-6.156,0.31,0.412,0.0,0.639,0.909,129.871,180000
Opinions,Gabri V,13,2019-12-30,r&b,neo soul,0.811,0.403,-16.949,0.254,0.687,0.00366,0.0933,0.539,140.006,178960
You Dont Need Me,Granata,43,2016-05-21,r&b,neo soul,0.711,0.463,-10.601,0.112,0.891,0.0,0.137,0.698,86.974,255216
Slow,Animate Objects,16,2008-01-01,r&b,neo soul,0.825,0.633,-9.328,0.117,0.583,0.000749,0.11,0.483,110.258,246813
Swangin',blackwave.,37,2018-02-23,r&b,neo soul,0.804,0.627,-6.835,0.224,0.103,0.0,0.275,0.596,129.986,181000
Wanna Remind You,Dizzy Wright,37,2017-04-17,r&b,neo soul,0.559,0.583,-9.544,0.195,0.27,0.0,0.292,0.511,148.053,288649
Elevator,Marcus D,32,2016-09-06,r&b,neo soul,0.726,0.556,-5.619,0.223,0.712,0.000122,0.185,0.578,88.018,278189
The Waitress Song,Seth Sentry,17,2008,r&b,neo soul,0.773,0.687,-5.704,0.368,0.103,0.0,0.381,0.726,82.974,217120
GoodEnough,blackwave.,49,2018-10-12,r&b,neo soul,0.772,0.481,-8.999,0.205,0.142,0.0,0.0922,0.603,92.984,198080
Plenty,Guru's Jazzmatazz,44,2000-01-01,r&b,neo soul,0.804,0.403,-6.027,0.41,0.161,2.01e-06,0.533,0.611,82.646,278600
Blue (feat. Benaddict & Marcelo Gallo),Gas Lab,17,2017-03-08,r&b,neo soul,0.599,0.475,-4.719,0.531,0.323,0.0,0.16,0.51,131.629,164881
Photosynthesis,Saba,70,2016-10-27,r&b,neo soul,0.777,0.662,-8.393,0.27,0.536,4.61e-06,0.593,0.634,111.13,201733
Got Me Thinkin' (feat. Sparkz),The Mouse Outfit,46,2013-05-20,r&b,neo soul,0.813,0.412,-8.356,0.205,0.561,0.00477,0.107,0.427,90.807,223773
Change,J. Cole,2,2016-12-09,r&b,neo soul,0.553,0.523,-10.602,0.254,0.66,0.00102,0.0964,0.232,96.113,331480
Ladders,Mac Miller,76,2018-08-03,r&b,neo soul,0.802,0.463,-8.379,0.162,0.236,0.00531,0.105,0.291,103.961,287040
New Day,Abstract Orchestra,45,2018-02-23,r&b,neo soul,0.748,0.411,-6.06,0.0489,0.0532,0.0117,0.115,0.339,91.941,145052
That Jazz,Coops,43,2018-04-27,r&b,neo soul,0.65,0.509,-6.106,0.322,0.0893,0.0,0.145,0.364,88.848,188764
Life's Good,Ehennuhsen,32,2018-08-16,r&b,neo soul,0.529,0.447,-10.203,0.352,0.53,0.0,0.157,0.229,94.038,140330
These Days,Manwolves,53,2016-08-06,r&b,neo soul,0.544,0.281,-8.506,0.0541,0.791,0.0,0.11,0.236,134.553,239426
We Ain't Feeling Time,FKJ,56,2017-03-02,r&b,neo soul,0.551,0.438,-6.187,0.0395,0.681,7.32e-05,0.11,0.199,83.932,243353
Black Birds,ArtOfficial,31,2011-11-05,r&b,neo soul,0.605,0.692,-8.406,0.121,0.128,6.92e-06,0.059,0.63,92.808,290904
PURPLE TUESDAY (feat. Joey Bada$$ & Jesse Boykins III),Rejjie Snow,39,2017-05-10,r&b,neo soul,0.676,0.458,-6.172,0.418,0.379,0.0,0.122,0.723,84.188,290333
No Diggity,Nick Murphy / Chet Faker,57,2012-03-09,r&b,neo soul,0.672,0.506,-12.013,0.137,0.589,2.38e-05,0.0925,0.5,79.974,225000
Non Planned Holiday,Prume,21,2016-05-06,r&b,neo soul,0.694,0.514,-8.14,0.033,0.196,1.62e-05,0.138,0.382,139.981,248240
All I Want,Dafuniks,44,2009-07-19,r&b,neo soul,0.708,0.79,-9.242,0.186,0.369,0.0117,0.287,0.82,92.05,240227
Whasgood?!,blackwave.,40,2018-06-08,r&b,neo soul,0.851,0.669,-4.259,0.0721,0.0311,8.64e-05,0.179,0.835,109.974,221800
Nobody's Perfect,Anti Lilly,49,2017-08-21,r&b,neo soul,0.674,0.365,-11.873,0.253,0.388,0.0,0.111,0.501,83.287,201012
You Know I'm No Good,Amy Winehouse,73,2006-01-01,r&b,neo soul,0.705,0.806,-3.607,0.0309,0.0132,0.00428,0.0701,0.734,103.383,256947
14 Til,Anti-Lilly & Phoniks,46,2014-04-24,r&b,neo soul,0.814,0.592,-7.001,0.309,0.042,0.0,0.0712,0.904,90.009,267363
Love,The Globetroddas,0,2013-03-01,r&b,neo soul,0.89,0.644,-10.554,0.3,0.409,8.67e-05,0.101,0.923,91.977,272718
Blue in Green,Anti-Lilly & Phoniks,45,2014-04-24,r&b,neo soul,0.792,0.538,-8.654,0.314,0.535,0.0,0.122,0.761,91.992,200829
Keep It Jazzy,Exact Change Project,26,2012-09-18,r&b,neo soul,0.687,0.535,-10.489,0.131,0.581,0.101,0.345,0.516,94.926,296694
BOATS. - Based On A True Story,Darrell Cole,36,2017-06-09,r&b,neo soul,0.576,0.641,-11.641,0.43,0.496,1.08e-06,0.155,0.666,164.128,211375
Waiting,FKJ,54,2014-07-21,r&b,neo soul,0.674,0.643,-6.955,0.0436,0.386,0.17,0.106,0.358,82.103,262317
Next Levels,King Geedorah,51,2003-06-17,r&b,neo soul,0.729,0.557,-11.264,0.243,0.651,0.000123,0.262,0.897,92.814,229320
If You Wouldn't Mind,2nd Exit,0,2016-05-27,r&b,neo soul,0.766,0.592,-9.894,0.296,0.658,0.0068,0.105,0.833,179.985,238499
Dead Calm,Peebs The Prophet,32,2015-04-08,r&b,neo soul,0.673,0.843,-5.631,0.33,0.033,0.0,0.11,0.677,84.088,182811
See You Leave,RJD2,52,2013-10-08,r&b,neo soul,0.769,0.613,-6.059,0.205,0.0437,0.00286,0.0508,0.502,81.96,299320
Down 75 (Intermission) [feat. Juran Ratchford],James Lewis,9,2017-09-28,r&b,neo soul,0.684,0.761,-5.441,0.118,0.263,0.000878,0.322,0.416,77.001,228098
It’s Like That,Guts,41,2014-09-08,r&b,neo soul,0.779,0.742,-7.36,0.0412,0.151,0.00174,0.126,0.358,91.035,214489
Vanessa From Venezuela,3582,39,2003-10-06,r&b,neo soul,0.729,0.569,-11.106,0.124,0.207,0.208,0.1,0.506,95.984,186507
Telltale,Cultivo,20,2019-12-06,r&b,neo soul,0.589,0.663,-8.226,0.0408,0.243,0.000104,0.131,0.511,97.16,292000
Problem Solver (feat. Adad),Awon,42,2015-10-26,r&b,neo soul,0.582,0.668,-8.083,0.387,0.049,0.0,0.141,0.612,178.033,240506
Another Beautiful Day,Felly,0,2014-05-04,r&b,neo soul,0.727,0.467,-8.943,0.501,0.701,0.0282,0.593,0.569,83.997,162474
Nothin' At All (feat. Skoolie 300),Chuuwee,54,2014-03-01,r&b,neo soul,0.628,0.588,-9.506,0.291,0.341,0.0,0.406,0.491,83.13,271778
Equality,Afu-Ra,44,2000-10-24,r&b,neo soul,0.661,0.91,-2.664,0.295,0.169,0.0,0.0939,0.709,88.875,277320
Brains,Jam Baxter,42,2012-07-09,r&b,neo soul,0.672,0.669,-8.043,0.327,0.84,0.0,0.159,0.663,139.991,275640
Skin,Mac Miller,62,2016-09-16,r&b,neo soul,0.614,0.591,-6.919,0.0651,0.527,0.0,0.111,0.481,120.04,287907
"Girl, Interrupted",2xxx!,45,2017-11-28,r&b,neo soul,0.513,0.379,-13.587,0.171,0.259,3.05e-05,0.0711,0.0619,85.645,180972
Sit Back (feat. Truthos Mufasa & Black Josh),The Mouse Outfit,47,2013-05-20,r&b,neo soul,0.81,0.618,-7.265,0.146,0.661,3.93e-05,0.174,0.888,93.719,213189
Let Nas Down,J. Cole,56,2013-06-14,r&b,neo soul,0.458,0.74,-5.65,0.245,0.0256,0.0,0.296,0.37,79.255,277200
Never Stop Loving You Ft. Terrace Martin & Talib Kweli,9th Wonder,24,2011-09-27,r&b,neo soul,0.561,0.688,-9.242,0.156,0.0895,0.0,0.149,0.615,87.114,240066
Sketches of Pain,Audible Mainframe,0,2013-11-10,r&b,neo soul,0.675,0.577,-5.233,0.0808,0.483,9.02e-05,0.0934,0.452,89.589,243293
BIG Dreams,blackwave.,41,2017-05-12,r&b,neo soul,0.518,0.9,-6.202,0.239,0.059,0.0,0.419,0.739,168.051,187400
Life in the Balance,The Four Owls,44,2011-12-05,r&b,neo soul,0.666,0.84,-5.376,0.327,0.489,0.0,0.163,0.697,86.66,275827
Blaze It up (feat. Sparkz),The Mouse Outfit,46,2013-05-20,r&b,neo soul,0.842,0.473,-7.986,0.413,0.59,1.93e-05,0.0886,0.65,92.005,189623
Rest in Pedals,Granata,36,2016-07-06,r&b,neo soul,0.54,0.832,-4.964,0.298,0.61,0.0,0.179,0.843,88.551,196362
Bag Uh Weed,Ehennuhsen,17,2019-04-19,r&b,neo soul,0.76,0.59,-6.721,0.0634,0.146,0.0,0.145,0.762,119.995,180036
The High Way,Fliptrix,45,2012-12-12,r&b,neo soul,0.62,0.655,-8.138,0.343,0.223,0.0,0.41,0.548,94.716,233760
"Ease My Mind - Feat. Tre Hardson, Fat Lip & Omni",Jazz Liberatorz,46,2008-01-21,r&b,neo soul,0.69,0.567,-10.875,0.311,0.599,9.2e-05,0.116,0.609,96.002,328573
Why iii Love The Moon.,Phony Ppl,64,2015-01-13,r&b,neo soul,0.706,0.483,-7.929,0.0393,0.547,1.94e-06,0.136,0.663,92.002,331827
Grey Luh,Berhana,65,2016-07-21,r&b,neo soul,0.543,0.298,-9.167,0.0683,0.597,1.49e-06,0.0804,0.254,125.523,261103
It's A Shame,Isaiah Sharkey,32,2017-09-18,r&b,neo soul,0.79,0.443,-9.469,0.266,0.183,0.272,0.0781,0.615,90.487,284432
Bae City Rollaz,Yung Bae,48,2014-07-18,r&b,neo soul,0.661,0.967,-3.664,0.562,0.00508,0.00175,0.158,0.164,126.148,220976
YEBISU - Yung Bae Edit,Yung Bae,50,2014-07-18,r&b,neo soul,0.504,0.951,-4.161,0.218,0.0108,0.00597,0.059,0.674,119.949,128000
Fly with Me,Yung Bae,43,2014-07-18,r&b,neo soul,0.556,0.875,-5.334,0.194,0.0036,3.37e-06,0.0985,0.593,129.991,199385
I Want Cha Back,Yung Bae,40,2016-08-04,r&b,neo soul,0.783,0.882,-4.986,0.156,8.48e-05,0.00468,0.271,0.865,117.062,214359
Magic,Yung Bae,38,2017-02-24,r&b,neo soul,0.718,0.912,-5.757,0.284,0.0404,0.00028,0.195,0.798,118.198,195254
I Can Tell,Yung Bae,46,2017-02-24,r&b,neo soul,0.756,0.935,-7.15,0.219,0.0885,0.000336,0.308,0.843,116.977,201026
Selfish High Heels (feat. Macross 82-99 & Harrison),Yung Bae,51,2017-11-27,r&b,neo soul,0.627,0.818,-8.359,0.659,0.024,0.0,0.949,0.485,119.996,226500
I Miss You (feat. Roman),Macross 82-99,40,2015-10-21,r&b,neo soul,0.606,0.793,-7.422,0.0318,0.00698,0.454,0.3,0.773,119.986,166000
Perfect Blue,Macross 82-99,41,2015-10-21,r&b,neo soul,0.678,0.839,-7.614,0.0376,0.000943,0.393,0.3,0.671,119.043,175462
Fun Tonight,Macross 82-99,52,2015-10-21,r&b,neo soul,0.612,0.938,-7.253,0.0562,2.51e-05,0.717,0.329,0.595,129.994,162462
Sailor Team,Macross 82-99,40,2015-10-21,r&b,neo soul,0.831,0.758,-6.448,0.15,0.006,0.0262,0.313,0.826,122.006,163279
Dance!,Macross 82-99,36,2017-03-10,r&b,neo soul,0.782,0.806,-6.659,0.0472,0.00101,0.833,0.0551,0.921,130.039,125627
Cherry (feat. Night Tempo & Punipunidenki),Macross 82-99,31,2017-03-10,r&b,neo soul,0.64,0.853,-6.8,0.0649,0.253,0.105,0.0989,0.443,100.03,235625
Horsey (feat. Sarah Bonito),Macross 82-99,47,2017-03-10,r&b,neo soul,0.484,0.829,-5.434,0.0996,0.0154,0.000759,0.548,0.388,116.996,151795
Sakura (feat. Punipunidenki & Le Real),Macross 82-99,28,2018-02-14,r&b,neo soul,0.796,0.765,-6.311,0.0746,0.00891,0.238,0.0568,0.724,119.025,165378
Aogashima Island!,Macross 82-99,30,2018-02-14,r&b,neo soul,0.646,0.667,-11.705,0.0402,0.00141,0.322,0.0626,0.708,120.028,180928
Dance?,Night Tempo,22,2017-04-20,r&b,neo soul,0.763,0.899,-5.28,0.493,0.05,2.21e-05,0.27,0.703,122.037,240000
Love You,Night Tempo,19,2017-04-20,r&b,neo soul,0.68,0.839,-6.722,0.317,0.00282,0.0399,0.657,0.628,123.965,263226
ShortCake,Night Tempo,29,2017-04-20,r&b,neo soul,0.709,0.947,-4.525,0.445,0.0515,0.0,0.326,0.74,120.115,225000
Suki? Suki!,Night Tempo,26,2017-04-20,r&b,neo soul,0.659,0.768,-4.733,0.149,0.0495,0.000111,0.0763,0.206,121.98,295082
Koi,Night Tempo,20,2017-04-20,r&b,neo soul,0.702,0.908,-5.518,0.335,0.0276,0.00387,0.222,0.645,122.037,206557
Lovely!,Night Tempo,22,2017-04-20,r&b,neo soul,0.697,0.974,-5.317,0.596,0.123,0.0,0.0673,0.464,124.1,174194
Destiny,Night Tempo,21,2017-04-20,r&b,neo soul,0.587,0.993,-4.698,0.442,0.0701,0.00907,0.0692,0.27,120.057,208000
Keep On,Night Tempo,16,2017-04-20,r&b,neo soul,0.731,0.864,-5.924,0.122,0.0454,0.00119,0.248,0.72,99.973,211200
Love Me Like You Do,Night Tempo,30,2017-04-20,r&b,neo soul,0.655,0.914,-6.528,0.442,0.229,0.688,0.111,0.359,120.125,176000
Reversible Love,Night Tempo,22,2017-04-20,r&b,neo soul,0.477,0.973,-9.034,0.446,0.0415,0.00883,0.11,0.215,124.071,216774
Shimasyou! (Do It!),Night Tempo,21,2017-04-20,r&b,neo soul,0.692,0.814,-9.495,0.537,0.312,0.0,0.119,0.227,129.971,188308
Catch!,Night Tempo,38,2017-11-03,r&b,neo soul,0.711,0.98,-3.89,0.469,0.081,8.26e-05,0.482,0.569,124.019,174194
Better Days,Night Tempo,30,2018-09-28,r&b,neo soul,0.648,0.893,-7.418,0.0859,0.00457,0.0305,0.283,0.853,100.014,177600
Usagi Funk,Night Tempo,30,2017-07-02,r&b,neo soul,0.805,0.745,-7.125,0.162,0.227,0.00984,0.411,0.923,99.986,212400
Starlight Girl,Night Tempo,23,2018-05-20,r&b,neo soul,0.711,0.754,-6.297,0.0959,0.000378,0.113,0.108,0.964,110.054,192000
Small City,Future Girlfriend 音楽,0,2016-02-08,r&b,neo soul,0.602,0.725,-5.678,0.284,0.00434,0.00326,0.193,0.753,120.086,148000
crazy Nights 狂気夜,Future Girlfriend 音楽,0,2016-02-08,r&b,neo soul,0.604,0.877,-4.899,0.065,0.000225,0.731,0.157,0.354,125.001,153600
Pink Dance ピンクのダンス,Future Girlfriend 音楽,0,2016-02-08,r&b,neo soul,0.7,0.814,-5.015,0.0731,0.000239,0.0975,0.217,0.653,119.978,176000
Older Girl,1986 Omega Tribe,33,1986-07-23,r&b,neo soul,0.665,0.875,-12.724,0.0405,0.0891,0.0091,0.157,0.713,102.322,255960
君は1000%,1986 Omega Tribe,45,1986-07-23,r&b,neo soul,0.681,0.435,-12.873,0.0291,0.614,0.0,0.134,0.758,131.936,251267
You Belong to Him,1986 Omega Tribe,33,1986-07-23,r&b,neo soul,0.672,0.63,-13.473,0.0295,0.389,0.000281,0.0552,0.952,133.953,282293
Ipanema Rain,1986 Omega Tribe,18,1987-02-04,r&b,neo soul,0.672,0.661,-14.141,0.031,0.554,0.00776,0.0759,0.846,98.935,293373
Counterlight,1986 Omega Tribe,25,1987-02-04,r&b,neo soul,0.717,0.725,-13.575,0.0295,0.382,0.228,0.332,0.984,132.014,291000
Crystal Night,1986 Omega Tribe,29,1987-02-04,r&b,neo soul,0.701,0.607,-13.001,0.0306,0.305,0.000107,0.373,0.876,122.981,245533
Super Chance,1986 Omega Tribe,37,1987-02-04,r&b,neo soul,0.709,0.557,-12.285,0.0292,0.476,8.52e-06,0.132,0.804,132.974,275400
Phoenix,1986 Omega Tribe,33,1987-02-04,r&b,neo soul,0.694,0.621,-13.987,0.0357,0.395,0.0163,0.0822,0.732,114.057,290493
Lady Free,1986 Omega Tribe,24,1987-02-04,r&b,neo soul,0.668,0.5,-14.984,0.0298,0.0306,0.000128,0.0566,0.769,132.989,277573
